subject,structure,dice_before,dice_after,delta,voxels_removed,vol_pred_ml,vol_gt_ml
amos_0378,kidney_left,0.9334,0.9334,0.0,0,139.52,141.59
amos_0378,kidney_right,0.9362,0.9362,0.0,0,152.45,155.56
amos_0378,liver,0.9614,0.9614,0.0,0,1506.6,1520.23
amos_0378,pancreas,0.8034,0.8034,0.0,0,75.37,71.67
amos_0378,spleen,0.951,0.951,0.0,0,179.82,184.69
amos_0378,stomach,0.9256,0.9256,0.0,0,338.28,352.34
amos_0378,urinary_bladder,0.883,0.883,0.0,0,133.56,106.91
amos_0379,adrenal_gland_left,0.628,0.628,0.0,0,3.74,2.85
amos_0379,adrenal_gland_right,0.6796,0.6796,0.0,0,3.53,3.25
amos_0379,aorta,0.8976,0.8976,0.0,0,74.39,73.33
amos_0379,duodenum,0.8048,0.8048,0.0,0,62.82,53.43
amos_0379,esophagus,0.8224,0.8224,0.0,0,6.93,7.36
amos_0379,gallbladder,0.8259,0.8259,0.0,0,9.35,11.95
amos_0379,inferior_vena_cava,0.8462,0.8462,0.0,0,69.62,85.44
amos_0379,kidney_left,0.9476,0.9476,0.0,0,178.44,181.99
amos_0379,kidney_right,0.938,0.938,0.0,0,190.65,191.14
amos_0379,liver,0.9679,0.9679,0.0,0,1642.57,1663.53
amos_0379,pancreas,0.8771,0.8771,0.0,0,117.56,109.91
amos_0379,spleen,0.9313,0.9313,0.0,0,213.95,219.56
amos_0379,stomach,0.9561,0.9561,0.0,0,1094.13,1165.25
amos_0379,urinary_bladder,0.7098,0.7098,0.0,0,51.16,28.56
amos_0380,adrenal_gland_left,0.765,0.765,0.0,0,5.43,5.16
amos_0380,adrenal_gland_right,0.6221,0.6221,0.0,0,4.51,4.3
amos_0380,aorta,0.8862,0.8862,0.0,0,64.99,67.69
amos_0380,duodenum,0.7774,0.7774,0.0,0,47.59,38.99
amos_0380,esophagus,0.7253,0.7253,0.0,0,3.56,4.43
amos_0380,gallbladder,0.8435,0.8435,0.0,0,7.59,9.6
amos_0380,inferior_vena_cava,0.8506,0.8506,0.0,0,63.42,80.72
amos_0380,kidney_left,0.9414,0.9414,0.0,0,141.79,142.27
amos_0380,kidney_right,0.9416,0.9416,0.0,0,175.91,176.39
amos_0380,liver,0.9663,0.9663,0.0,0,1196.15,1210.14
amos_0380,pancreas,0.8502,0.8502,0.0,0,88.22,93.15
amos_0380,spleen,0.9473,0.9473,0.0,0,129.11,132.7
amos_0380,stomach,0.9384,0.9384,0.0,0,306.65,317.88
amos_0380,urinary_bladder,0.9204,0.9204,0.0,0,75.62,66.27
amos_0381,adrenal_gland_left,0.7471,0.7471,0.0,0,3.3,3.82
amos_0381,adrenal_gland_right,0.6779,0.6779,0.0,0,3.05,2.87
amos_0381,aorta,0.8944,0.8944,0.0,0,42.51,40.76
amos_0381,duodenum,0.7176,0.7176,0.0,0,58.14,73.45
amos_0381,esophagus,0.7046,0.7046,0.0,0,2.17,3.52
amos_0381,gallbladder,0.8634,0.8634,0.0,0,25.11,31.44
amos_0381,inferior_vena_cava,0.8218,0.8218,0.0,0,47.77,58.7
amos_0381,kidney_left,0.9416,0.9416,0.0,0,186.14,189.25
amos_0381,kidney_right,0.9351,0.9351,0.0,0,176.94,179.55
amos_0381,liver,0.9679,0.9679,0.0,0,1387.45,1394.62
amos_0381,pancreas,0.8131,0.8131,0.0,0,87.72,76.01
amos_0381,spleen,0.9443,0.9443,0.0,0,136.4,146.56
amos_0381,stomach,0.9482,0.9482,0.0,0,232.75,241.72
amos_0381,urinary_bladder,0.7524,0.7524,0.0,0,57.35,37.93
amos_0383,adrenal_gland_left,0.5893,0.5893,0.0,0,4.15,3.29
amos_0383,adrenal_gland_right,0.7328,0.7328,0.0,0,3.45,3.45
amos_0383,aorta,0.903,0.903,0.0,0,52.85,50.86
amos_0383,duodenum,0.821,0.821,0.0,0,48.4,52.93
amos_0383,esophagus,0.8427,0.8427,0.0,0,6.74,8.16
amos_0383,gallbladder,0.8298,0.8298,0.0,0,7.61,9.27
amos_0383,inferior_vena_cava,0.8455,0.8455,0.0,0,54.51,66.88
amos_0383,kidney_left,0.7336,0.7336,0.0,0,245.83,210.67
amos_0383,kidney_right,0.917,0.917,0.0,0,177.28,182.71
amos_0383,liver,0.9631,0.9631,0.0,0,1317.45,1359.56
amos_0383,pancreas,0.8439,0.8439,0.0,0,74.56,78.99
amos_0383,spleen,0.915,0.915,0.0,0,122.38,135.37
amos_0383,stomach,0.9394,0.9394,0.0,0,246.17,244.61
amos_0383,urinary_bladder,0.7813,0.7813,0.0,0,77.38,55.13
amos_0384,adrenal_gland_left,0.6307,0.6307,0.0,0,3.04,4.16
amos_0384,adrenal_gland_right,0.5611,0.5611,0.0,0,1.21,2.08
amos_0384,aorta,0.796,0.796,0.0,0,78.33,66.54
amos_0384,duodenum,0.7619,0.7619,0.0,0,44.29,39.59
amos_0384,esophagus,0.6653,0.6653,0.0,0,6.69,7.74
amos_0384,gallbladder,0.8869,0.8869,0.0,0,20.18,22.14
amos_0384,inferior_vena_cava,0.6621,0.6621,0.0,0,34.05,46.84
amos_0384,kidney_left,0.924,0.924,0.0,0,176.34,189.83
amos_0384,kidney_right,0.8998,0.8998,0.0,0,148.37,157.94
amos_0384,liver,0.9532,0.9532,0.0,0,1309.3,1379.11
amos_0384,pancreas,0.8277,0.8277,0.0,0,57.44,56.06
amos_0384,spleen,0.7757,0.7757,0.0,0,157.75,117.63
amos_0384,stomach,0.8541,0.8541,0.0,0,194.81,177.03
amos_0384,urinary_bladder,0.9263,0.9263,0.0,0,324.28,335.9
amos_0387,adrenal_gland_left,0.689,0.689,0.0,0,3.7,4.95
amos_0387,adrenal_gland_right,0.6816,0.6816,0.0,0,2.29,2.63
amos_0387,aorta,0.8524,0.8524,0.0,0,92.81,82.7
amos_0387,duodenum,0.7893,0.7893,0.0,0,49.35,52.13
amos_0387,esophagus,0.7704,0.7704,0.0,0,13.74,13.33
amos_0387,gallbladder,0.9076,0.9076,0.0,0,24.25,24.74
amos_0387,inferior_vena_cava,0.6409,0.6409,0.0,0,42.85,56.17
amos_0387,kidney_left,0.9386,0.9386,0.0,0,154.0,156.75
amos_0387,kidney_right,0.9426,0.9426,0.0,0,149.14,150.38
amos_0387,liver,0.9605,0.9605,0.0,0,1176.65,1218.64
amos_0387,pancreas,0.8685,0.8685,0.0,0,73.03,85.59
amos_0387,spleen,0.9507,0.9507,0.0,0,230.95,243.01
amos_0387,stomach,0.9444,0.9444,0.0,0,345.71,364.0
amos_0387,urinary_bladder,0.8924,0.8924,0.0,0,199.99,166.02
amos_0388,adrenal_gland_left,0.5496,0.5496,0.0,0,1.75,2.53
amos_0388,adrenal_gland_right,0.6429,0.6429,0.0,0,2.08,3.41
amos_0388,aorta,0.9261,0.9261,0.0,0,163.84,163.81
amos_0388,duodenum,0.5682,0.5682,0.0,0,21.65,29.43
amos_0388,esophagus,0.7424,0.7424,0.0,0,10.04,10.17
amos_0388,gallbladder,0.6853,0.6853,0.0,0,75.58,143.24
amos_0388,inferior_vena_cava,0.5591,0.5591,0.0,0,25.07,53.21
amos_0388,kidney_left,0.904,0.904,0.0,0,122.24,141.86
amos_0388,kidney_right,0.728,0.728,0.0,0,58.7,100.37
amos_0388,liver,0.9404,0.9404,0.0,0,1334.36,1354.32
amos_0388,pancreas,0.4898,0.4898,0.0,0,41.87,28.35
amos_0388,spleen,0.9214,0.9214,0.0,0,163.76,165.88
amos_0388,stomach,0.8245,0.8245,0.0,0,122.6,137.55
amos_0388,urinary_bladder,0.8708,0.8708,0.0,0,108.64,93.59
amos_0390,adrenal_gland_left,0.5249,0.5249,0.0,0,2.69,3.62
amos_0390,adrenal_gland_right,0.4416,0.4416,0.0,0,0.96,1.73
amos_0390,aorta,0.8721,0.8721,0.0,0,75.94,72.43
amos_0390,duodenum,0.7537,0.7537,0.0,0,61.94,59.83
amos_0390,esophagus,0.7611,0.7611,0.0,0,8.56,8.95
amos_0390,gallbladder,0.8665,0.8665,0.0,0,26.97,31.34
amos_0390,inferior_vena_cava,0.7002,0.7002,0.0,0,49.4,84.14
amos_0390,kidney_left,0.9149,0.9149,0.0,0,136.59,141.9
amos_0390,kidney_right,0.9243,0.9243,0.0,0,129.78,133.79
amos_0390,liver,0.9493,0.9493,0.0,0,1063.18,1067.89
amos_0390,pancreas,0.7566,0.7566,0.0,0,58.47,72.36
amos_0390,spleen,0.9327,0.9327,0.0,0,185.14,195.08
amos_0390,stomach,0.8151,0.8151,0.0,0,93.58,123.26
amos_0390,urinary_bladder,0.8411,0.8411,0.0,0,97.08,84.34
amos_0391,adrenal_gland_left,0.6304,0.6304,0.0,0,4.6,3.32
amos_0391,adrenal_gland_right,0.7045,0.7045,0.0,0,2.92,3.16
amos_0391,aorta,0.9123,0.9123,0.0,0,65.06,64.61
amos_0391,duodenum,0.7745,0.7745,0.0,0,61.35,46.05
amos_0391,esophagus,0.87,0.87,0.0,0,6.78,6.65
amos_0391,gallbladder,0.8752,0.8752,0.0,0,14.57,16.05
amos_0391,inferior_vena_cava,0.8803,0.8803,0.0,0,68.22,76.54
amos_0391,kidney_left,0.9475,0.9475,0.0,0,171.59,171.71
amos_0391,kidney_right,0.9386,0.9386,0.0,0,141.86,144.63
amos_0391,liver,0.9685,0.9685,0.0,0,1462.22,1491.97
amos_0391,pancreas,0.8717,0.8717,0.0,0,84.33,82.21
amos_0391,spleen,0.9556,0.9556,0.0,0,307.9,324.2
amos_0391,stomach,0.9477,0.9477,0.0,0,449.44,457.03
amos_0391,urinary_bladder,0.9437,0.9437,0.0,0,285.06,256.96
amos_0392,adrenal_gland_left,0.713,0.713,0.0,0,2.15,1.64
amos_0392,adrenal_gland_right,0.6387,0.6387,0.0,0,2.5,1.73
amos_0392,aorta,0.8894,0.8894,0.0,0,75.54,72.98
amos_0392,duodenum,0.7307,0.7307,0.0,0,71.0,62.74
amos_0392,esophagus,0.807,0.807,0.0,0,9.41,8.98
amos_0392,gallbladder,0.2724,0.2724,0.0,0,1.03,5.45
amos_0392,inferior_vena_cava,0.6883,0.6883,0.0,0,42.35,49.91
amos_0392,kidney_left,0.9155,0.9155,0.0,0,66.51,68.13
amos_0392,kidney_right,0.918,0.918,0.0,0,75.71,72.29
amos_0392,liver,0.9607,0.9607,0.0,0,1027.48,1067.79
amos_0392,pancreas,0.7743,0.7743,0.0,0,54.75,55.52
amos_0392,spleen,0.9369,0.9369,0.0,0,127.75,132.59
amos_0392,stomach,0.8427,0.8427,0.0,0,428.8,551.66
amos_0392,urinary_bladder,0.9234,0.9234,0.0,0,151.03,150.58
amos_0395,adrenal_gland_left,0.6321,0.6321,0.0,0,2.79,4.55
amos_0395,adrenal_gland_right,0.6707,0.6707,0.0,0,2.83,4.09
amos_0395,aorta,0.8678,0.8678,0.0,0,49.61,44.45
amos_0395,duodenum,0.682,0.682,0.0,0,47.29,51.54
amos_0395,esophagus,0.6217,0.6217,0.0,0,3.41,5.26
amos_0395,gallbladder,0.7518,0.7518,0.0,0,4.95,6.87
amos_0395,inferior_vena_cava,0.7142,0.7142,0.0,0,31.7,47.32
amos_0395,kidney_left,0.9159,0.9159,0.0,0,155.39,173.83
amos_0395,kidney_right,0.8858,0.8858,0.0,0,158.61,185.23
amos_0395,liver,0.9463,0.9463,0.0,0,1334.98,1418.62
amos_0395,pancreas,0.7749,0.7749,0.0,0,77.43,72.56
amos_0395,spleen,0.8763,0.8763,0.0,0,282.76,265.31
amos_0395,stomach,0.8384,0.8384,0.0,0,144.81,165.83
amos_0395,urinary_bladder,0.8636,0.8636,0.0,0,105.0,90.26
amos_0396,adrenal_gland_left,0.7559,0.7559,0.0,0,3.51,2.9
amos_0396,adrenal_gland_right,0.7295,0.7295,0.0,0,3.55,3.46
amos_0396,aorta,0.9172,0.9172,0.0,0,73.08,75.41
amos_0396,duodenum,0.6845,0.6845,0.0,0,63.77,59.4
amos_0396,esophagus,0.8869,0.8869,0.0,0,4.73,4.49
amos_0396,gallbladder,0.9024,0.9024,0.0,0,15.95,17.72
amos_0396,inferior_vena_cava,0.8557,0.8557,0.0,0,44.21,52.4
amos_0396,kidney_left,0.9426,0.9426,0.0,0,227.74,231.23
amos_0396,kidney_right,0.9354,0.9354,0.0,0,143.92,147.46
amos_0396,liver,0.9698,0.9698,0.0,0,1486.27,1508.63
amos_0396,pancreas,0.8383,0.8383,0.0,0,75.75,77.68
amos_0396,spleen,0.9513,0.9513,0.0,0,257.34,272.99
amos_0396,stomach,0.6618,0.6618,0.0,0,190.4,357.03
amos_0396,urinary_bladder,0.7937,0.7937,0.0,0,56.52,38.34
amos_0398,adrenal_gland_left,0.7623,0.7623,0.0,0,2.93,3.34
amos_0398,adrenal_gland_right,0.6847,0.6847,0.0,0,1.51,1.99
amos_0398,aorta,0.9022,0.9022,0.0,0,74.34,78.84
amos_0398,duodenum,0.8501,0.8501,0.0,0,72.12,74.38
amos_0398,esophagus,0.8633,0.8633,0.0,0,8.53,8.5
amos_0398,gallbladder,0.8831,0.8831,0.0,0,26.31,30.75
amos_0398,inferior_vena_cava,0.8777,0.8777,0.0,0,65.86,73.91
amos_0398,kidney_left,0.9469,0.9469,0.0,0,164.2,166.49
amos_0398,kidney_right,0.9258,0.9258,0.0,0,170.23,169.27
amos_0398,liver,0.9706,0.9706,0.0,0,1398.02,1393.32
amos_0398,pancreas,0.8705,0.8705,0.0,0,99.76,99.16
amos_0398,spleen,0.9438,0.9438,0.0,0,88.94,93.64
amos_0398,stomach,0.9296,0.9296,0.0,0,213.16,232.09
amos_0398,urinary_bladder,0.8677,0.8677,0.0,0,113.6,89.98
amos_0400,adrenal_gland_left,0.6226,0.6226,0.0,0,1.63,2.45
amos_0400,adrenal_gland_right,0.6976,0.6976,0.0,0,2.14,1.98
amos_0400,aorta,0.8483,0.8483,0.0,0,32.93,32.88
amos_0400,duodenum,0.6496,0.6496,0.0,0,33.73,36.53
amos_0400,esophagus,0.3982,0.3982,0.0,0,0.24,0.96
amos_0400,gallbladder,0.7711,0.7711,0.0,0,11.01,15.73
amos_0400,inferior_vena_cava,0.8026,0.8026,0.0,0,47.04,66.1
amos_0400,kidney_left,0.913,0.913,0.0,0,112.97,125.98
amos_0400,kidney_right,0.8513,0.8513,0.0,0,107.55,135.96
amos_0400,liver,0.9543,0.9543,0.0,0,862.11,873.59
amos_0400,pancreas,0.8337,0.8337,0.0,0,66.41,65.87
amos_0400,spleen,0.9404,0.9404,0.0,0,124.81,131.46
amos_0400,stomach,0.8952,0.8952,0.0,0,91.8,101.01
amos_0400,urinary_bladder,0.66,0.66,0.0,0,44.16,22.73
amos_0401,adrenal_gland_left,0.786,0.786,0.0,0,3.16,2.87
amos_0401,adrenal_gland_right,0.6811,0.6811,0.0,0,3.2,3.17
amos_0401,aorta,0.8907,0.8907,0.0,0,84.5,80.3
amos_0401,duodenum,0.7594,0.7594,0.0,0,53.31,43.29
amos_0401,esophagus,0.8519,0.8519,0.0,0,13.21,13.48
amos_0401,gallbladder,0.8758,0.8758,0.0,0,23.52,26.84
amos_0401,inferior_vena_cava,0.7955,0.7955,0.0,0,42.81,52.33
amos_0401,kidney_left,0.9346,0.9346,0.0,0,109.47,109.87
amos_0401,kidney_right,0.9314,0.9314,0.0,0,124.31,118.89
amos_0401,liver,0.9642,0.9642,0.0,0,1095.63,1124.38
amos_0401,pancreas,0.8483,0.8483,0.0,0,64.28,68.71
amos_0401,spleen,0.952,0.952,0.0,0,196.51,201.31
amos_0401,stomach,0.9287,0.9287,0.0,0,190.71,197.6
amos_0401,urinary_bladder,0.6866,0.6866,0.0,0,37.6,24.49
amos_0402,adrenal_gland_left,0.7585,0.7585,0.0,0,3.11,3.11
amos_0402,adrenal_gland_right,0.73,0.73,0.0,0,3.56,3.06
amos_0402,aorta,0.9033,0.9033,0.0,0,108.09,107.66
amos_0402,duodenum,0.8018,0.8018,0.0,0,58.81,48.84
amos_0402,esophagus,0.8764,0.8764,0.0,0,13.43,13.4
amos_0402,inferior_vena_cava,0.8084,0.8084,0.0,0,54.67,68.18
amos_0402,kidney_left,0.9349,0.9349,0.0,0,132.62,130.3
amos_0402,kidney_right,0.9247,0.9247,0.0,0,107.7,100.89
amos_0402,liver,0.9676,0.9676,0.0,0,1176.63,1198.98
amos_0402,pancreas,0.8629,0.8629,0.0,0,65.52,67.28
amos_0402,spleen,0.9495,0.9495,0.0,0,277.67,289.78
amos_0402,stomach,0.9471,0.9471,0.0,0,525.42,557.18
amos_0402,urinary_bladder,0.6976,0.6976,0.0,0,49.93,26.92
amos_0403,adrenal_gland_left,0.7722,0.7722,0.0,0,5.77,5.44
amos_0403,adrenal_gland_right,0.7466,0.7466,0.0,0,5.02,5.35
amos_0403,aorta,0.9176,0.9176,0.0,0,72.65,73.43
amos_0403,duodenum,0.8154,0.8154,0.0,0,65.8,63.96
amos_0403,esophagus,0.8523,0.8523,0.0,0,4.67,3.97
amos_0403,gallbladder,0.9138,0.9138,0.0,0,90.27,99.23
amos_0403,inferior_vena_cava,0.8449,0.8449,0.0,0,62.89,74.03
amos_0403,kidney_left,0.9464,0.9464,0.0,0,171.29,172.16
amos_0403,kidney_right,0.9384,0.9384,0.0,0,193.63,198.27
amos_0403,liver,0.9659,0.9659,0.0,0,1718.87,1734.46
amos_0403,pancreas,0.875,0.875,0.0,0,111.59,111.53
amos_0403,spleen,0.9514,0.9514,0.0,0,186.07,189.32
amos_0403,stomach,0.9157,0.9157,0.0,0,335.72,337.4
amos_0403,urinary_bladder,0.8495,0.8495,0.0,0,103.56,77.25
amos_0404,adrenal_gland_left,0.4852,0.4852,0.0,0,3.08,3.71
amos_0404,adrenal_gland_right,0.4904,0.4904,0.0,0,2.2,2.65
amos_0404,aorta,0.8437,0.8437,0.0,0,40.67,35.11
amos_0404,duodenum,0.6056,0.6056,0.0,0,40.86,58.02
amos_0404,esophagus,0.5571,0.5571,0.0,0,0.49,1.22
amos_0404,gallbladder,0.7715,0.7715,0.0,0,18.11,25.17
amos_0404,inferior_vena_cava,0.742,0.742,0.0,0,41.86,57.88
amos_0404,kidney_left,0.9256,0.9256,0.0,0,168.68,179.64
amos_0404,kidney_right,0.854,0.854,0.0,0,122.55,151.52
amos_0404,liver,0.9643,0.9643,0.0,0,1068.15,1084.67
amos_0404,pancreas,0.7285,0.7285,0.0,0,63.86,63.26
amos_0404,spleen,0.8934,0.8934,0.0,0,84.73,97.16
amos_0404,stomach,0.9053,0.9053,0.0,0,230.56,256.62
amos_0404,urinary_bladder,0.4656,0.4656,0.0,0,73.9,26.62
amos_0405,adrenal_gland_left,0.7172,0.7172,0.0,0,5.19,5.0
amos_0405,adrenal_gland_right,0.7269,0.7269,0.0,0,3.95,3.72
amos_0405,aorta,0.9122,0.9122,0.0,0,94.91,94.6
amos_0405,duodenum,0.8333,0.8333,0.0,0,46.59,48.76
amos_0405,esophagus,0.8008,0.8008,0.0,0,13.19,11.86
amos_0405,gallbladder,0.8664,0.8664,0.0,0,14.93,16.55
amos_0405,inferior_vena_cava,0.8358,0.8358,0.0,0,71.36,90.4
amos_0405,kidney_left,0.9005,0.9005,0.0,0,228.72,207.92
amos_0405,kidney_right,0.9376,0.9376,0.0,0,162.01,158.49
amos_0405,liver,0.967,0.967,0.0,0,1460.02,1501.26
amos_0405,pancreas,0.8783,0.8783,0.0,0,65.4,70.31
amos_0405,spleen,0.9415,0.9415,0.0,0,188.45,191.8
amos_0405,stomach,0.9374,0.9374,0.0,0,300.7,308.54
amos_0405,urinary_bladder,0.8876,0.8876,0.0,0,141.88,126.04
amos_0406,adrenal_gland_left,0.2417,0.2417,0.0,0,2.19,2.74
amos_0406,adrenal_gland_right,0.3965,0.3965,0.0,0,1.64,2.9
amos_0406,aorta,0.8467,0.8467,0.0,0,31.13,29.57
amos_0406,duodenum,0.6657,0.6657,0.0,0,42.44,61.67
amos_0406,esophagus,0.7391,0.7391,0.0,0,3.11,4.61
amos_0406,gallbladder,0.7862,0.7862,0.0,0,9.83,8.03
amos_0406,inferior_vena_cava,0.739,0.739,0.0,0,42.82,67.74
amos_0406,kidney_left,0.8332,0.8332,0.0,0,86.03,114.45
amos_0406,kidney_right,0.8243,0.8243,0.0,0,82.09,106.93
amos_0406,liver,0.9534,0.9534,0.0,0,1223.16,1244.91
amos_0406,pancreas,0.774,0.774,0.0,0,84.98,88.05
amos_0406,spleen,0.9357,0.9357,0.0,0,174.17,186.6
amos_0406,stomach,0.9362,0.9362,0.0,0,439.77,448.31
amos_0406,urinary_bladder,0.6806,0.6806,0.0,0,56.48,35.98
amos_0408,adrenal_gland_left,0.6881,0.6881,0.0,0,4.26,5.98
amos_0408,adrenal_gland_right,0.7738,0.7738,0.0,0,4.19,3.91
amos_0408,aorta,0.8345,0.8345,0.0,0,159.83,128.31
amos_0408,duodenum,0.835,0.835,0.0,0,59.31,50.65
amos_0408,esophagus,0.7468,0.7468,0.0,0,18.17,16.27
amos_0408,gallbladder,0.5492,0.5492,0.0,0,24.33,61.95
amos_0408,inferior_vena_cava,0.7805,0.7805,0.0,0,52.51,70.33
amos_0408,kidney_left,0.9437,0.9437,0.0,0,139.03,137.82
amos_0408,kidney_right,0.9303,0.9303,0.0,0,131.29,128.9
amos_0408,liver,0.955,0.955,0.0,0,1598.53,1614.66
amos_0408,pancreas,0.8388,0.8388,0.0,0,98.66,104.08
amos_0408,spleen,0.9551,0.9551,0.0,0,213.07,220.39
amos_0408,stomach,0.8782,0.8782,0.0,0,577.99,533.13
amos_0408,urinary_bladder,0.8822,0.8822,0.0,0,122.34,102.29
amos_0410,adrenal_gland_left,0.7153,0.7153,0.0,0,7.08,6.09
amos_0410,adrenal_gland_right,0.7823,0.7823,0.0,0,7.23,8.04
amos_0410,aorta,0.8722,0.8722,0.0,0,129.72,116.38
amos_0410,duodenum,0.7088,0.7088,0.0,0,67.28,50.33
amos_0410,esophagus,0.8101,0.8101,0.0,0,14.72,14.15
amos_0410,gallbladder,0.8788,0.8788,0.0,0,99.28,118.22
amos_0410,inferior_vena_cava,0.8038,0.8038,0.0,0,54.73,70.51
amos_0410,kidney_left,0.9452,0.9452,0.0,0,324.77,329.62
amos_0410,kidney_right,0.9302,0.9302,0.0,0,292.02,303.95
amos_0410,liver,0.9651,0.9651,0.0,0,1970.97,2021.52
amos_0410,pancreas,0.7194,0.7194,0.0,0,127.91,183.4
amos_0410,spleen,0.9033,0.9033,0.0,0,188.37,170.2
amos_0410,stomach,0.8682,0.8682,0.0,0,273.91,242.16
amos_0410,urinary_bladder,0.9399,0.9399,0.0,0,904.34,940.9
amos_0507,adrenal_gland_left,0.6766,0.6766,0.0,0,5.28,5.37
amos_0507,adrenal_gland_right,0.514,0.514,0.0,0,4.04,2.27
amos_0507,aorta,0.8858,0.8858,0.0,0,45.21,47.97
amos_0507,duodenum,0.3135,0.3135,0.0,0,23.55,74.66
amos_0507,esophagus,0.2789,0.2789,0.0,0,1.87,11.52
amos_0507,gallbladder,0.0,0.0,0.0,0,0.0,7.71
amos_0507,inferior_vena_cava,0.5225,0.5225,0.0,0,29.0,33.43
amos_0507,kidney_left,0.9397,0.9397,0.0,0,171.26,176.24
amos_0507,kidney_right,0.9279,0.9279,0.0,0,156.81,159.15
amos_0507,liver,0.9361,0.9361,0.0,0,1123.67,1170.68
amos_0507,pancreas,0.8129,0.8129,0.0,0,63.1,70.19
amos_0507,spleen,0.9435,0.9435,0.0,0,300.41,313.73
amos_0507,stomach,0.8146,0.8146,0.0,0,98.14,109.7
amos_0508,adrenal_gland_left,0.3742,0.3742,0.0,0,2.09,1.73
amos_0508,adrenal_gland_right,0.0,0.0,0.0,0,0.0,2.06
amos_0508,aorta,0.7011,0.7011,0.0,0,103.17,98.09
amos_0508,duodenum,0.5826,0.5826,0.0,0,51.85,33.21
amos_0508,esophagus,0.4394,0.4394,0.0,0,7.01,11.8
amos_0508,gallbladder,0.0,0.0,0.0,0,0.0,12.83
amos_0508,inferior_vena_cava,0.533,0.533,0.0,0,40.65,51.0
amos_0508,kidney_left,0.9199,0.9199,0.0,0,130.98,123.78
amos_0508,kidney_right,0.9047,0.9047,0.0,0,116.83,123.57
amos_0508,liver,0.9498,0.9498,0.0,0,951.63,929.59
amos_0508,pancreas,0.7983,0.7983,0.0,0,73.01,75.56
amos_0508,spleen,0.9417,0.9417,0.0,0,149.35,145.89
amos_0508,stomach,0.8771,0.8771,0.0,0,136.02,126.08
amos_0510,adrenal_gland_left,0.6357,0.6357,0.0,0,6.1,5.08
amos_0510,adrenal_gland_right,0.2429,0.2429,0.0,0,2.37,1.07
amos_0510,aorta,0.8167,0.8167,0.0,0,222.13,198.19
amos_0510,duodenum,0.6163,0.6163,0.0,0,50.55,43.68
amos_0510,esophagus,0.405,0.405,0.0,0,9.88,17.66
amos_0510,gallbladder,0.6249,0.6249,0.0,0,28.16,50.02
amos_0510,inferior_vena_cava,0.5376,0.5376,0.0,0,40.31,50.82
amos_0510,kidney_left,0.9268,0.9268,0.0,0,156.18,162.12
amos_0510,kidney_right,0.903,0.903,0.0,0,133.92,156.3
amos_0510,liver,0.9398,0.9398,0.0,0,1072.46,1110.77
amos_0510,pancreas,0.8286,0.8286,0.0,0,94.07,107.18
amos_0510,spleen,0.9391,0.9391,0.0,0,213.0,208.35
amos_0510,stomach,0.6821,0.6821,0.0,0,161.53,239.12
amos_0514,adrenal_gland_left,0.0164,0.0164,0.0,0,0.74,0.71
amos_0514,adrenal_gland_right,0.4089,0.4089,0.0,0,1.17,1.37
amos_0514,aorta,0.7303,0.7303,0.0,0,91.57,97.0
amos_0514,duodenum,0.1261,0.1261,0.0,0,15.13,49.61
amos_0514,esophagus,0.438,0.438,0.0,0,12.29,8.75
amos_0514,gallbladder,0.7489,0.7489,0.0,0,11.54,13.33
amos_0514,inferior_vena_cava,0.5473,0.5473,0.0,0,42.35,62.45
amos_0514,kidney_left,0.6587,0.6587,0.0,0,89.93,169.38
amos_0514,kidney_right,0.9131,0.9131,0.0,0,139.97,158.83
amos_0514,liver,0.9205,0.9205,0.0,0,1145.52,1275.45
amos_0514,pancreas,0.3214,0.3214,0.0,0,37.86,83.05
amos_0514,spleen,0.9388,0.9388,0.0,0,259.69,266.67
amos_0514,stomach,0.8174,0.8174,0.0,0,288.19,315.3
amos_0517,adrenal_gland_left,0.0,0.0,0.0,0,0.0,3.4
amos_0517,adrenal_gland_right,0.0,0.0,0.0,0,0.0,2.33
amos_0517,aorta,0.0,0.0,0.0,0,133.18,89.41
amos_0517,duodenum,0.0,0.0,0.0,0,0.04,55.92
amos_0517,esophagus,0.0,0.0,0.0,0,0.04,11.94
amos_0517,gallbladder,0.0,0.0,0.0,0,0.0,48.91
amos_0517,inferior_vena_cava,0.0,0.0,0.0,0,0.0,77.72
amos_0517,kidney_left,0.0,0.0,0.0,0,4.39,182.03
amos_0517,kidney_right,0.0,0.0,0.0,0,0.0,183.94
amos_0517,liver,0.0056,0.0056,0.0,0,27.06,1437.18
amos_0517,pancreas,0.0,0.0,0.0,0,0.0,123.58
amos_0517,spleen,0.0,0.0,0.0,0,0.0,241.08
amos_0517,stomach,0.0,0.0,0.0,0,9.47,175.04
amos_0518,adrenal_gland_left,0.0,0.0,0.0,0,0.0,1.17
amos_0518,adrenal_gland_right,0.0,0.0,0.0,0,0.0,1.07
amos_0518,aorta,0.0,0.0,0.0,0,587.21,119.47
amos_0518,duodenum,0.0,0.0,0.0,0,17.15,51.21
amos_0518,esophagus,0.0,0.0,0.0,0,0.0,11.89
amos_0518,gallbladder,0.0,0.0,0.0,0,0.0,72.53
amos_0518,inferior_vena_cava,0.0,0.0,0.0,0,0.47,28.67
amos_0518,kidney_left,0.0,0.0,0.0,0,0.0,24.94
amos_0518,kidney_right,0.0,0.0,0.0,0,0.0,98.64
